Date_heure,T (�C),H (%),PR(%),P(watts),TDS (mg/l),PH,PGF (bars),VFE,
2024-01-26 11:04:00,17.53,6.02,38.77,233.0822857,232.81,7.45,1.199715978,0,
2024-01-26 11:06:00,17.53,6.03,38.76,233.054626,232.79,7.46,1.198746952,0,
2024-01-26 11:08:00,17.53,6.04,38.76,233.0303172,232.78,7.46,1.199931208,0,
2024-01-26 11:10:00,17.52,6.05,38.76,233.0121855,232.77,7.46,1.201329222,0,
2024-01-26 11:12:00,17.52,6.05,38.76,233.0075334,232.78,7.46,1.200909223,0,
2024-01-26 11:14:00,17.52,6.06,38.76,233.0269068,232.81,7.46,1.199311843,0,
2024-01-26 11:16:00,17.52,6.07,38.76,233.024972,232.82,7.46,1.199216104,0,
2024-01-26 11:18:00,17.52,6.08,38.76,232.9785381,232.78,7.45,1.200729855,0,
2024-01-26 11:20:00,17.51,6.09,38.76,232.9305331,232.74,7.45,1.201498289,0,
2024-01-26 11:22:00,17.51,6.09,38.76,232.8885071,232.71,7.45,1.200435182,0,
2024-01-26 11:24:00,17.51,6.10,38.76,232.8554141,232.69,7.44,1.199147923,0,
2024-01-26 11:26:00,17.51,6.11,38.75,232.8378435,232.69,7.44,1.199880162,0,
2024-01-26 11:28:00,17.51,6.12,38.75,232.8178648,232.68,7.44,1.201458432,0,
2024-01-26 11:30:00,17.50,6.13,38.75,232.7847298,232.65,7.44,1.201428719,0,
2024-01-26 11:32:00,17.50,6.13,38.75,232.7391925,232.62,7.44,1.199955376,0,
2024-01-26 11:34:00,17.50,6.14,38.75,232.7006983,232.59,7.45,1.19926945,0,
2024-01-26 11:36:00,17.50,6.15,38.75,232.6775763,232.58,7.45,1.200667361,0,
2024-01-26 11:38:00,17.50,6.16,38.75,232.6712846,232.58,7.45,1.201978116,0,
2024-01-26 11:40:00,17.49,6.17,38.75,232.6732603,232.60,7.45,1.201161349,0,
2024-01-26 11:42:00,17.49,6.17,38.75,232.6794915,232.61,7.45,1.199535737,0,
2024-01-26 11:44:00,17.49,6.18,38.75,232.6613256,232.61,7.45,1.199596235,0,
2024-01-26 11:46:00,17.49,6.19,38.74,232.6198715,232.58,7.45,1.201453147,0,
2024-01-26 11:48:00,17.49,6.20,38.74,232.5799846,232.55,7.45,1.202210619,0,
2024-01-26 11:50:00,17.48,6.21,38.74,232.5716867,232.55,7.45,1.200730031,0,
2024-01-26 11:52:00,17.48,6.21,38.74,232.5628042,232.55,7.45,1.199274729,0,
2024-01-26 11:54:00,17.48,6.22,38.74,232.5503518,232.55,7.45,1.200080902,0,
2024-01-26 11:56:00,17.48,6.23,38.74,232.5215726,232.53,7.45,1.202093644,0,
2024-01-26 11:58:00,17.48,6.24,38.74,232.4819038,232.51,7.45,1.202146307,0,
2024-01-26 12:00:00,16.85,8.76,38.42,232.7068867,236.20,7.45,1.200181764,0,
2024-01-26 12:02:00,16.55,9.94,38.28,232.8480909,237.96,7.45,1.199180387,0,
2024-01-26 12:04:00,16.42,10.45,38.21,232.9202,238.73,7.44,1.200658184,0,
2024-01-26 12:06:00,16.38,10.62,38.19,232.9531605,239.01,7.45,1.202489141,0,
2024-01-26 12:08:00,16.38,10.63,38.19,232.9536029,239.02,7.45,1.201815253,0,
2024-01-26 12:10:00,16.40,10.55,38.20,232.9184084,238.88,7.45,1.199656101,0,
2024-01-26 12:12:00,16.43,10.44,38.21,232.8721745,238.67,7.45,1.199246189,0,
2024-01-26 12:14:00,16.46,10.30,38.23,232.8237165,238.43,7.45,1.201218771,0,
2024-01-26 12:16:00,16.50,10.15,38.25,232.7834338,238.18,7.45,1.202603525,0,
2024-01-26 12:18:00,16.54,9.99,38.27,232.7790581,237.97,7.45,1.201249572,0,
2024-01-26 12:20:00,16.58,9.84,38.29,232.7732983,237.74,7.44,1.199236533,0,
2024-01-26 12:22:00,16.62,9.68,38.31,232.7431201,237.49,7.44,1.199497029,0,
2024-01-26 12:24:00,16.66,9.52,38.33,232.6924025,237.22,7.44,1.201665921,0,
2024-01-26 12:26:00,16.70,9.36,38.35,232.6359779,236.95,7.44,1.20244489,0,
2024-01-26 12:28:00,16.75,9.16,38.37,232.5785619,236.62,7.44,1.200599418,0,
2024-01-26 12:30:00,16.80,8.96,38.40,232.531967,236.29,7.44,1.19895587,0,
2024-01-26 12:32:00,16.85,8.76,38.42,232.4981843,235.99,7.44,1.199879455,0,
2024-01-26 12:34:00,16.90,8.56,38.45,232.4657998,235.68,7.44,1.201960133,0,
2024-01-26 12:36:00,16.95,8.36,38.47,232.4196943,235.36,7.44,1.202021037,0,
2024-01-26 12:38:00,17.00,8.16,38.50,232.3464953,235.01,7.44,1.199987796,0,
2024-01-26 12:40:00,17.05,7.96,38.52,232.2804815,234.67,7.44,1.198917488,0,
2024-01-26 12:42:00,17.10,7.76,38.55,232.2256824,234.34,7.44,1.200313201,0,
2024-01-26 12:44:00,17.15,7.56,38.57,232.1813951,234.02,7.44,1.202071453,0,
2024-01-26 12:46:00,17.20,7.36,38.60,232.1603077,233.72,7.45,1.201450568,0,
2024-01-26 12:48:00,17.25,7.16,38.62,232.144633,233.43,7.45,1.19947274,0,
2024-01-26 12:50:00,17.30,6.96,38.65,232.10007,233.11,7.45,1.199120736,0,
2024-01-26 12:52:00,17.35,6.76,38.67,232.0433951,232.78,7.45,1.200769994,0,
2024-01-26 12:54:00,17.40,6.56,38.70,231.98531,232.45,7.45,1.201966207,0,
2024-01-26 12:56:00,17.45,6.36,38.72,231.9456789,232.13,7.45,1.200845394,0,
2024-01-26 12:58:00,17.50,6.16,38.75,231.9061996,231.82,7.44,1.199196205,0,
2024-01-26 13:00:00,17.55,5.96,38.77,231.8669666,231.50,7.44,1.1995061,0,
2024-01-26 13:02:00,17.60,5.76,38.80,231.8218952,231.18,7.44,1.2011801,0,
2024-01-26 13:04:00,17.65,5.56,38.82,231.7656129,230.85,7.44,1.201697878,0,
2024-01-26 13:06:00,17.70,5.36,38.85,231.698589,230.51,7.44,1.20026204,0,
2024-01-26 13:08:00,17.75,5.16,38.87,231.6417807,230.18,7.44,1.199196548,0,
2024-01-26 13:10:00,17.80,4.96,38.90,231.599872,229.86,7.44,1.200060584,0,
2024-01-26 13:12:00,17.85,4.76,38.92,231.5647923,229.55,7.44,1.201463097,0,
2024-01-26 13:14:00,17.90,4.56,38.95,231.5363634,229.25,7.44,1.201323347,0,
2024-01-26 13:16:00,17.95,4.36,38.97,231.4913187,228.93,7.44,1.199833902,0,
2024-01-26 13:18:00,18.00,4.16,39.00,231.4281413,228.59,7.44,1.199438007,0,
2024-01-26 13:20:00,18.05,3.96,39.02,231.3639562,228.25,7.44,1.200688425,0,
2024-01-26 13:22:00,18.10,3.76,39.05,231.3174521,227.93,7.44,1.201600345,0,
2024-01-26 13:24:00,18.15,3.56,39.07,231.305942,227.64,7.44,1.200869868,0,
2024-01-26 13:26:00,18.20,3.36,39.10,231.2810479,227.34,7.44,1.199623455,0,
2024-01-26 13:28:00,18.25,3.16,39.12,231.2415975,227.03,7.44,1.19992275,0,
2024-01-26 13:30:00,18.30,2.96,39.15,231.1925091,226.71,7.44,1.201275569,0,
2024-01-26 13:32:00,18.35,2.76,39.17,231.1851833,226.42,7.44,1.201578052,0,
2024-01-26 13:34:00,18.40,2.56,39.20,231.1719162,226.13,7.44,1.200428511,0,
2024-01-26 13:36:00,18.45,2.36,39.22,231.1512759,225.84,7.44,1.199623502,0,
2024-01-26 13:38:00,18.50,2.16,39.25,231.1307736,225.54,7.44,1.200559459,0,
2024-01-26 13:40:00,18.55,1.96,39.27,231.1002956,225.24,7.44,1.201749813,0,
2024-01-26 13:42:00,18.55,1.96,39.27,231.0699518,225.21,7.44,1.201381727,0,
2024-01-26 13:44:00,18.55,1.96,39.27,231.0192274,225.16,7.44,1.200072185,0,
2024-01-26 13:46:00,18.55,1.96,39.27,230.9702991,225.11,7.44,1.199855256,0,
2024-01-26 13:48:00,18.55,1.96,39.27,230.9296348,225.07,7.44,1.201229184,0,
2024-01-26 13:50:00,18.55,1.96,39.27,230.9125975,225.05,7.45,1.202040227,0,
2024-01-26 13:52:00,18.55,1.96,39.27,230.9224663,225.06,7.45,1.201050085,0,
2024-01-26 13:54:00,18.55,1.96,39.27,230.9179417,225.06,7.45,1.19982375,0,
2024-01-26 13:56:00,18.55,1.96,39.27,230.893068,225.03,7.45,1.200270832,0,
2024-01-26 13:58:00,18.55,1.96,39.27,230.8616873,225.00,7.45,1.201839865,0,
2024-01-26 14:00:00,18.55,1.96,39.27,230.8304014,224.97,7.44,1.202096429,0,
2024-01-26 14:02:00,18.55,1.96,39.27,230.8052598,224.94,7.44,1.200654916,0,
2024-01-26 14:04:00,18.55,1.96,39.27,230.7869997,224.92,7.44,1.199727978,0,
2024-01-26 14:06:00,18.55,1.96,39.27,230.7799063,224.92,7.43,1.200781273,0,
2024-01-26 14:08:00,18.55,1.96,39.27,230.765546,224.90,7.43,1.202297636,0,
2024-01-26 14:10:00,18.55,1.96,39.27,230.7264908,224.86,7.43,1.201914146,0,
2024-01-26 14:12:00,18.55,1.96,39.27,230.6727486,224.81,7.43,1.200243019,0,
2024-01-26 14:14:00,18.55,1.96,39.27,230.6272442,224.77,7.43,1.199805744,0,
2024-01-26 14:16:00,18.55,1.96,39.27,230.5910301,224.73,7.43,1.201311218,0,
2024-01-26 14:18:00,18.55,1.96,39.27,230.5694985,224.71,7.43,1.202531026,0,
2024-01-26 14:20:00,18.55,1.96,39.27,230.5573089,224.70,7.43,1.201553974,0,
2024-01-26 14:22:00,18.55,1.96,39.27,230.5314273,224.67,7.43,1.199880428,0,
2024-01-26 14:24:00,18.35,2.76,39.17,230.5733906,225.81,7.44,1.200021826,0,
2024-01-26 14:26:00,18.15,3.56,39.07,230.6295954,226.97,7.44,1.201783681,0,
2024-01-26 14:28:00,17.95,4.36,38.97,230.701061,228.14,7.44,1.202506962,0,
2024-01-26 14:30:00,17.75,5.16,38.87,230.7833701,229.32,7.44,1.20107391,0,
2024-01-26 14:32:00,17.55,5.96,38.77,230.8677793,230.51,7.44,1.199653967,0,
2024-01-26 14:34:00,17.35,6.76,38.67,230.9533625,231.69,7.44,1.200341909,0,
2024-01-26 14:36:00,17.15,7.56,38.57,231.0300066,232.87,7.44,1.202121793,0,
2024-01-26 14:38:00,16.95,8.36,38.47,231.0933197,234.03,7.44,1.202263239,0,
2024-01-26 14:40:00,16.75,9.16,38.37,231.1530243,235.19,7.44,1.200550539,0,
2024-01-26 14:42:00,16.55,9.96,38.27,231.2264879,236.36,7.44,1.199583741,0,
2024-01-26 14:44:00,16.35,10.76,38.17,231.3058114,237.54,7.43,1.20073254,0,
2024-01-26 14:46:00,16.15,11.56,38.07,231.3876189,238.73,7.43,1.202274806,0,
2024-01-26 14:48:00,15.95,12.36,37.97,231.4597473,239.90,7.43,1.201846308,0,
2024-01-26 14:50:00,15.75,13.16,37.87,231.5179689,241.06,7.43,1.200109346,0,
2024-01-26 14:52:00,15.55,13.96,37.77,231.615001,242.25,7.44,1.199680342,0,
2024-01-26 14:54:00,15.35,14.76,37.67,231.7114806,243.45,7.44,1.201123637,0,
2024-01-26 14:56:00,15.15,15.56,37.57,231.8150467,244.65,7.44,1.202248176,0,
2024-01-26 14:58:00,14.95,16.36,37.47,231.9168118,245.85,7.44,1.201321046,0,
2024-01-26 15:00:00,14.75,17.16,37.37,232.0067556,247.04,7.44,1.199810206,0,
2024-01-26 15:02:00,14.55,17.96,37.27,232.0827965,248.22,7.43,1.199957837,0,
2024-01-26 15:04:00,14.35,18.76,37.17,232.1601765,249.40,7.43,1.201455274,0,
2024-01-26 15:06:00,14.15,19.56,37.07,232.2364116,250.57,7.43,1.202051829,0,
2024-01-26 15:08:00,13.95,20.36,36.97,232.3135533,251.75,7.43,1.200809802,0,
2024-01-26 15:10:00,13.75,21.16,36.87,232.402186,252.94,7.43,1.199696823,0,
2024-01-26 15:12:00,13.55,21.96,36.77,232.4954655,254.13,7.43,1.200359725,0,
2024-01-26 15:14:00,13.35,22.76,36.67,232.5801272,255.32,7.43,1.201699654,0,
2024-01-26 15:16:00,13.15,23.56,36.57,232.6435664,256.48,7.43,1.20171375,0,
2024-01-26 15:18:00,12.95,24.36,36.47,232.7003716,257.64,7.43,1.200385274,0,
2024-01-26 15:20:00,12.75,25.16,36.37,232.758829,258.80,7.43,1.199818335,0,
2024-01-26 15:22:00,12.55,25.96,36.27,232.8270704,259.97,7.43,1.200824382,0,
2024-01-26 15:24:00,12.35,26.76,36.17,232.9126149,261.15,7.43,1.201818269,0,
2024-01-26 15:26:00,12.15,27.56,36.07,233.0014198,262.34,7.43,1.201314885,0,
2024-01-26 15:28:00,11.95,28.36,35.97,233.0809735,263.52,7.43,1.200104067,0,
2024-01-26 15:30:00,12.05,27.96,36.02,233.0230764,262.91,7.43,1.200138435,0,
2024-01-26 15:32:00,12.15,27.56,36.07,232.9445179,262.28,7.44,1.201299619,0,
2024-01-26 15:34:00,12.25,27.16,36.12,232.8685296,261.66,7.44,1.20178973,0,
2024-01-26 15:36:00,12.35,26.76,36.17,232.7997031,261.04,7.44,1.200912669,0,
2024-01-26 15:38:00,12.45,26.36,36.22,232.7414225,260.43,7.43,1.200032737,0,
2024-01-26 15:40:00,12.55,25.96,36.27,232.6893039,259.83,7.43,1.200603581,0,
2024-01-26 15:42:00,12.65,25.56,36.32,232.6216644,259.21,7.43,1.201705622,0,
2024-01-26 15:44:00,12.75,25.16,36.37,232.5356736,258.57,7.43,1.201635842,0,
2024-01-26 15:46:00,12.85,24.76,36.42,232.4477616,257.94,7.43,1.200556549,0,
2024-01-26 15:48:00,12.95,24.36,36.47,232.3704147,257.31,7.43,1.200164056,0,
2024-01-26 15:50:00,13.05,23.96,36.52,232.2986925,256.69,7.42,1.201155423,0,
2024-01-26 15:52:00,13.15,23.56,36.57,232.2314979,256.07,7.42,1.201977885,0,
2024-01-26 15:54:00,13.25,23.16,36.62,232.1586803,255.45,7.43,1.201381841,0,
2024-01-26 15:56:00,13.35,22.76,36.67,232.0903569,254.83,7.43,1.200315353,0,
2024-01-26 15:58:00,13.45,22.36,36.72,232.0654074,254.25,7.43,1.200465903,0,
2024-01-26 16:00:00,13.55,21.96,36.77,232.0391437,253.68,7.43,1.201697975,0,
2024-01-26 16:02:00,13.65,21.56,36.82,232.0079977,253.10,7.43,1.202085007,0,
2024-01-26 16:04:00,13.75,21.16,36.87,231.9738064,252.51,7.43,1.201057845,0,
2024-01-26 16:06:00,13.85,20.76,36.92,231.9363699,251.92,7.43,1.200216434,0,
2024-01-26 16:08:00,13.95,20.36,36.97,231.8889032,251.33,7.43,1.200898182,0,
2024-01-26 16:10:00,14.05,19.96,37.02,231.8286147,250.72,7.43,1.20214449,0,
2024-01-26 16:12:00,14.15,19.56,37.07,231.7611679,250.10,7.43,1.202018118,0,
2024-01-26 16:14:00,14.25,19.16,37.12,231.6993917,249.49,7.43,1.200725196,0,
2024-01-26 16:16:00,14.40,18.54,37.20,231.6344195,248.58,7.43,1.200259864,0,
2024-01-26 16:18:00,14.48,18.23,37.24,231.5982361,248.12,7.43,1.20138344,0,
2024-01-26 16:20:00,14.53,18.02,37.27,231.5686357,247.80,7.43,1.202432367,0,
2024-01-26 16:22:00,14.57,17.85,37.29,231.5335603,247.52,7.43,1.201785582,0,
2024-01-26 16:24:00,14.62,17.68,37.31,231.5094005,247.27,7.43,1.200442084,0,
2024-01-26 16:26:00,14.66,17.52,37.33,231.5303095,247.07,7.43,1.200443453,0,
2024-01-26 16:28:00,14.70,17.36,37.35,231.5466521,246.86,7.44,1.201839693,0,
2024-01-26 16:30:00,14.74,17.20,37.37,231.5526192,246.65,7.44,1.202527505,0,
2024-01-26 16:32:00,14.78,17.04,37.39,231.5469468,246.42,7.44,1.201435964,0,
2024-01-26 16:34:00,14.82,16.88,37.41,231.529338,246.18,7.44,1.200241763,0,
2024-01-26 16:36:00,14.86,16.72,37.43,231.4961127,245.93,7.44,1.200735888,0,
2024-01-26 16:38:00,14.90,16.56,37.45,231.4597514,245.67,7.44,1.202200518,0,
2024-01-26 16:40:00,14.94,16.40,37.47,231.4258945,245.42,7.44,1.20241747,0,
2024-01-26 16:42:00,14.98,16.24,37.49,231.4014226,245.17,7.44,1.201044829,0,
2024-01-26 16:44:00,15.02,16.08,37.51,231.3936248,244.95,7.44,1.200164548,0,
2024-01-26 16:46:00,15.06,15.92,37.53,231.3854422,244.72,7.43,1.201081766,0,
2024-01-26 16:48:00,15.10,15.76,37.55,231.3613825,244.47,7.43,1.202420288,0,
2024-01-26 16:50:00,15.14,15.60,37.57,231.3270446,244.22,7.43,1.202131803,0,
2024-01-26 16:52:00,15.18,15.44,37.59,231.2900985,243.96,7.43,1.200669105,0,
2024-01-26 16:54:00,15.20,15.33,37.60,231.2641163,243.79,7.43,1.200232858,0,
2024-01-26 16:56:00,15.22,15.25,37.61,231.2477654,243.66,7.43,1.20143256,0,
2024-01-26 16:58:00,15.24,15.17,37.62,231.2382489,243.54,7.43,1.202466474,0,
2024-01-26 17:00:00,15.26,15.09,37.63,231.2265943,243.42,7.43,1.201741044,0,
2024-01-26 17:02:00,15.28,15.02,37.64,231.1834759,243.28,7.43,1.200380314,0,
2024-01-26 17:04:00,15.30,14.94,37.65,231.1229402,243.11,7.43,1.200426394,0,
2024-01-26 17:06:00,15.32,14.86,37.66,231.0642111,242.95,7.44,1.20174403,0,
2024-01-26 17:08:00,15.34,14.79,37.67,231.0128802,242.79,7.44,1.202342133,0,
2024-01-26 17:10:00,15.36,14.71,37.68,230.969878,242.65,7.44,1.201305433,0,
2024-01-26 17:12:00,15.38,14.64,37.69,230.9358235,242.51,7.44,1.200242686,0,
2024-01-26 17:14:00,15.40,14.56,37.70,230.8965242,242.36,7.44,1.20072378,0,
2024-01-26 17:16:00,15.42,14.48,37.71,230.8567631,242.22,7.44,1.201965914,0,
2024-01-26 17:18:00,15.43,14.41,37.72,230.8167916,242.07,7.44,1.202088983,0,
2024-01-26 17:20:00,15.45,14.33,37.73,230.7838013,241.94,7.44,1.200903807,0,
2024-01-26 17:22:00,15.47,14.26,37.74,230.7636272,241.81,7.44,1.200267964,0,
2024-01-26 17:24:00,15.49,14.18,37.75,230.7444884,241.69,7.43,1.201090303,0,
2024-01-26 17:26:00,15.51,14.10,37.76,230.7223956,241.56,7.43,1.202071698,0,
2024-01-26 17:28:00,15.53,14.03,37.76,230.6964903,241.43,7.43,1.20174592,0,
2024-01-26 17:30:00,15.55,13.95,37.77,230.6800487,241.31,7.43,1.200617625,0,
2024-01-26 17:32:00,15.57,13.88,37.78,230.6615834,241.19,7.43,1.20046063,0,
2024-01-26 17:34:00,15.59,13.80,37.79,230.644734,241.07,7.43,1.201463911,0,
2024-01-26 17:36:00,15.61,13.72,37.80,230.6311293,240.95,7.43,1.202060687,0,
2024-01-26 17:38:00,15.62,13.65,37.81,230.6174141,240.83,7.43,1.201372248,0,
2024-01-26 17:40:00,15.64,13.57,37.82,230.6015264,240.71,7.43,1.20048034,0,
2024-01-26 17:42:00,15.66,13.50,37.83,230.5746557,240.58,7.43,1.200800624,0,
2024-01-26 17:44:00,15.16,15.50,37.58,230.7647572,243.52,7.43,1.201793396,0,
2024-01-26 17:46:00,14.66,17.50,37.33,230.9930832,246.50,7.43,1.20193394,0,
2024-01-26 17:48:00,14.16,19.50,37.08,231.2353129,249.49,7.43,1.201040133,0,
2024-01-26 17:50:00,13.66,21.50,36.83,231.4946746,252.50,7.43,1.200515834,0,
2024-01-26 17:52:00,13.16,23.50,36.58,231.751389,255.50,7.43,1.201225975,0,
2024-01-26 17:54:00,12.66,25.50,36.33,231.998615,258.50,7.43,1.202037734,0,
2024-01-26 17:56:00,12.16,27.50,36.08,232.2436111,261.50,7.43,1.201713916,0,
2024-01-26 17:58:00,11.66,29.50,35.83,232.5025326,264.51,7.43,1.200791498,0,
2024-01-26 18:00:00,11.16,31.50,35.58,232.7631987,267.52,7.43,1.2007239,0,
2024-01-26 18:02:00,10.66,33.50,35.33,233.0242596,270.53,7.43,1.201674222,0,
2024-01-26 18:04:00,10.16,35.50,30.08,232.4527717,277.71,7.43,1.202158891,0,
2024-01-26 18:06:00,9.66,37.50,29.83,232.5695595,280.57,7.43,1.201445753,0,
2024-01-26 18:08:00,9.56,37.90,29.78,232.6241599,281.18,7.43,1.2006619,0,
2024-01-26 18:10:00,14.67,17.46,37.34,231.3235504,246.77,7.43,1.201059844,0,
2024-01-26 18:12:00,16.40,10.52,38.20,230.3729637,236.29,7.43,1.202080875,0,
2024-01-26 18:14:00,17.01,8.09,38.51,229.9557879,232.53,7.44,1.202140598,0,
2024-01-26 18:16:00,17.25,7.16,38.62,229.7958794,231.09,7.44,1.201168317,0,
2024-01-26 18:18:00,17.35,6.73,38.68,229.7374753,230.44,7.44,1.200674785,0,
2024-01-26 18:20:00,17.42,6.47,38.71,229.7044882,230.05,7.43,1.2014695,0,
2024-01-26 18:22:00,17.47,6.26,38.74,229.6648214,229.72,7.43,1.202382215,0,
2024-01-26 18:24:00,17.52,6.07,38.76,229.6233819,229.42,7.43,1.20199621,0,
2024-01-26 18:26:00,17.56,5.89,38.78,229.5871052,229.13,7.43,1.200921676,0,
2024-01-26 18:28:00,17.61,5.71,38.80,229.5575336,228.85,7.43,1.200818007,0,
2024-01-26 18:30:00,17.65,5.53,38.83,229.5335445,228.58,7.43,1.201890754,0,
2024-01-26 18:32:00,17.70,5.35,38.85,229.5132372,228.31,7.43,1.202533731,0,
2024-01-26 18:34:00,17.73,5.23,38.86,229.4899641,228.13,7.43,1.201754211,0,
2024-01-26 18:36:00,17.75,5.14,38.88,229.4562151,227.97,7.43,1.200751653,0,
2024-01-26 18:38:00,17.77,5.06,38.89,229.4184243,227.82,7.43,1.201063646,0,
2024-01-26 18:40:00,17.79,4.98,38.90,229.3868773,227.68,7.43,1.202256409,0,
2024-01-26 18:42:00,17.81,4.90,38.91,229.3613074,227.54,7.43,1.202521971,0,
2024-01-26 18:44:00,17.83,4.82,38.92,229.3418692,227.41,7.43,1.201453082,0,
2024-01-26 18:46:00,17.85,4.74,38.93,229.3215951,227.28,7.43,1.200683678,0,
2024-01-26 18:48:00,17.87,4.66,38.94,229.297257,227.15,7.43,1.201375664,0,
2024-01-26 18:50:00,17.89,4.58,38.95,229.2972126,227.04,7.43,1.202510104,0,
2024-01-26 18:52:00,17.91,4.50,38.96,229.3044434,226.94,7.43,1.202360057,0,
2024-01-26 18:54:00,14.30,18.95,37.15,230.8311768,248.33,7.43,1.20115319,0,
2024-01-26 18:56:00,13.41,22.52,36.70,231.4794839,253.89,7.43,1.200724088,0,
2024-01-26 18:58:00,13.19,23.37,36.60,231.6955208,255.28,7.43,1.201704523,0,
2024-01-26 19:00:00,13.15,23.54,36.58,231.7642811,255.58,7.43,1.202621228,0,
2024-01-26 19:02:00,13.15,23.55,36.57,231.7889682,255.61,7.43,1.202076947,0,
2024-01-26 19:04:00,13.16,23.51,36.58,231.7979416,255.57,7.43,1.200910074,0,
2024-01-26 19:06:00,13.16,23.50,36.58,231.8083288,255.57,7.43,1.200874212,0,
2024-01-26 19:08:00,13.16,23.50,36.58,231.8239853,255.58,7.43,1.201997586,0,
2024-01-26 19:10:00,13.16,23.50,36.58,231.8472551,255.61,7.43,1.202583951,0,
2024-01-26 19:12:00,13.16,23.50,36.58,231.8715577,255.64,7.43,1.201732461,0,
2024-01-26 19:14:00,13.16,23.51,36.58,231.8881519,255.66,7.43,1.200760368,0,
2024-01-26 19:16:00,13.11,23.71,36.55,231.9588557,256.01,7.43,1.201113519,0,
2024-01-26 19:18:00,13.05,23.96,36.52,232.064413,256.46,7.43,1.202217379,0,
2024-01-26 19:20:00,12.98,24.23,36.49,232.1801762,256.94,7.43,1.202407869,0,
2024-01-26 19:22:00,12.91,24.50,36.46,232.303157,257.43,7.43,1.201393544,0,
2024-01-26 19:24:00,12.84,24.76,36.42,232.4252842,257.92,7.43,1.200739461,0,
2024-01-26 19:26:00,12.78,25.03,36.39,232.5402066,258.41,7.43,1.201402918,0,
2024-01-26 19:28:00,12.71,25.30,36.36,232.6257334,258.86,7.43,1.202338645,0,
2024-01-26 19:30:00,12.64,25.57,36.32,232.7049399,259.31,7.43,1.202133956,0,
2024-01-26 19:32:00,12.58,25.84,36.29,232.7840391,259.76,7.43,1.201112487,0,
2024-01-26 19:34:00,12.51,26.11,36.25,232.8660952,260.21,7.43,1.200856199,0,
2024-01-26 19:36:00,12.44,26.38,36.22,232.8163378,260.54,7.43,1.201706214,0,
2024-01-26 19:38:00,12.37,26.65,36.19,232.8610615,260.95,7.43,1.202344855,0,
2024-01-26 19:40:00,12.31,26.92,36.15,232.9044981,261.36,7.43,1.201817145,0,
2024-01-26 19:42:00,12.24,27.19,36.12,232.7135433,261.54,7.43,1.200944182,0,
2024-01-26 19:44:00,12.17,27.46,36.09,232.5399998,261.74,7.43,1.201089372,0,
2024-01-26 19:46:00,12.10,27.73,36.05,232.4621235,262.03,7.43,1.201982648,0,
2024-01-26 19:48:00,12.04,28.00,36.02,232.447243,262.39,7.43,1.202245064,0,
2024-01-26 19:50:00,11.97,28.27,35.98,232.4645567,262.78,7.43,1.201505538,0,
2024-01-26 19:52:00,11.90,28.54,35.95,232.4907221,263.17,7.43,1.200919516,0,
2024-01-26 19:54:00,11.83,28.80,35.92,232.5112127,263.56,7.43,1.201410423,0,
2024-01-26 19:56:00,11.77,29.07,35.88,232.5118798,263.93,7.43,1.202190263,0,
2024-01-26 19:58:00,11.70,29.34,35.85,232.5067418,264.30,7.43,1.202064381,0,
2024-01-26 20:00:00,11.63,29.61,35.82,232.5026016,264.67,7.43,1.201254616,0,
2024-01-26 20:02:00,11.57,29.88,35.78,232.5016323,265.03,7.43,1.201036347,0,
2024-01-26 20:04:00,11.50,30.15,35.75,232.5045131,265.41,7.43,1.201772531,0,
2024-01-26 20:06:00,11.27,31.05,35.64,232.5714392,266.71,7.43,1.202304198,0,
2024-01-26 20:08:00,11.09,31.77,35.55,232.6239511,267.75,7.43,1.201830428,0,
2024-01-26 20:10:00,10.97,32.28,35.48,232.647017,268.47,7.42,1.201106483,0,
2024-01-26 20:12:00,10.87,32.65,35.44,232.6537595,268.99,7.42,1.201279914,0,
2024-01-26 20:14:00,10.80,32.94,35.40,232.6542186,269.39,7.42,1.202118169,0,
2024-01-26 20:16:00,10.74,33.19,35.37,232.6563989,269.75,7.42,1.202314304,0,
2024-01-26 20:18:00,10.68,33.43,35.34,232.6579551,270.07,7.42,1.20158399,0,
2024-01-26 20:20:00,10.62,33.65,35.31,232.655167,270.37,7.43,1.201076938,0,
2024-01-26 20:22:00,10.32,34.85,35.16,232.7615407,272.13,7.43,1.201611757,0,
2024-01-26 20:24:00,10.02,36.05,30.01,232.0683905,278.09,7.43,1.202398257,0,
2024-01-26 20:26:00,9.72,37.25,29.86,232.3278593,280.00,7.43,1.202221032,0,
2024-01-26 20:28:00,9.42,38.45,29.71,232.5976913,281.92,7.43,1.201368051,0,
2024-01-26 20:30:00,9.12,39.65,29.56,232.7947397,283.76,7.43,1.201170061,0,
2024-01-26 20:32:00,8.82,40.85,29.41,232.952219,285.57,7.43,1.201975981,0,
2024-01-26 20:34:00,8.52,42.05,29.26,233.0896529,287.36,7.43,1.202574841,0,
2024-01-26 20:36:00,8.22,43.25,29.11,233.2546294,289.17,7.43,1.20204347,0,
2024-01-26 20:38:00,7.92,44.45,28.96,233.4300271,291.00,7.43,1.201212652,0,
2024-01-26 20:40:00,7.62,45.65,28.81,233.6128664,292.83,7.43,1.201370053,0,
2024-01-26 20:42:00,7.32,46.85,28.66,233.8033165,294.67,7.43,1.202317154,0,
2024-01-26 20:44:00,7.02,48.05,28.51,233.9995,296.52,7.43,1.202624259,0,
